YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1
2013,2017,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.8,Race/Ethnicity,Hispanic
2012,2016,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,37.5,Overall,Overall
2008,2012,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.5,Overall,Overall
2010,2014,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.7,Overall,Overall
2011,2015,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,50.0,Gender,Male
2014,2018,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,42.1,Gender,Female
2011,2015,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,30.7,Gender,Female
2012,2016,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.0,Gender,Male
2013,2017,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.2,Race/Ethnicity,Asian or Pacific Islander
2014,2018,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.0,Gender,Male
2011,2015,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.5,Race/Ethnicity,"White, non-Hispanic"
2014,2018,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.9,Gender,Male
2015,2019,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,7.7,Race/Ethnicity,"Black, non-Hispanic"
2008,2012,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,8.7,Race/Ethnicity,"Black, non-Hispanic"
2008,2012,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,33.7,Gender,Female
2015,2019,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,26.0,Gender,Female
2008,2012,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,73.4,Gender,Male
2011,2015,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,45.9,Race/Ethnicity,"White, non-Hispanic"
2010,2014,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.6,Race/Ethnicity,"White, non-Hispanic"
2009,2013,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,31.0,Race/Ethnicity,Hispanic
2011,2015,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.1,Overall,Overall
2010,2014,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.0,Race/Ethnicity,Asian or Pacific Islander
2013,2017,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,7.9,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,43.5,Gender,Female
2013,2017,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.5,Race/Ethnicity,"White, non-Hispanic"
2009,2013,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,49.0,Race/Ethnicity,"White, non-Hispanic"
2009,2013,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,54.4,Gender,Male
2009,2013,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,21.1,Race/Ethnicity,Asian or Pacific Islander
2012,2016,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.6,Race/Ethnicity,Asian or Pacific Islander
2010,2014,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.2,Race/Ethnicity,American Indian or Alaska Native
2012,2016,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,8.1,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.8,Race/Ethnicity,"White, non-Hispanic"
2013,2017,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,35.9,Overall,Overall
2015,2019,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.6,Gender,Male
2008,2012,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,47.1,Gender,Female
2012,2016,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,27.7,Race/Ethnicity,Hispanic
2010,2014,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,51.5,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,8.3,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,32.5,Overall,Overall
2008,2012,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.2,Race/Ethnicity,"White, non-Hispanic"
2009,2013,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.2,Race/Ethnicity,"White, non-Hispanic"
2008,2012,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.9,Race/Ethnicity,Hispanic
2008,2012,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,21.4,Race/Ethnicity,Asian or Pacific Islander
2014,2018,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,49.9,Overall,Overall
2009,2013,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,45.9,Gender,Female
2011,2015,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.1,Race/Ethnicity,Hispanic
2014,2018,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.9,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.2,Race/Ethnicity,American Indian or Alaska Native
2010,2014,TX,Texas,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,29.8,Race/Ethnicity,Hispanic
2015,2019,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.0,Race/Ethnicity,Asian or Pacific Islander
2008,2012,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.5,Overall,Overall
2014,2018,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,7.9,Race/Ethnicity,American Indian or Alaska Native
2012,2016,TX,Texas,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,44.2,Race/Ethnicity,"White, non-Hispanic"
2008,2012,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,51.9,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,22.2,Race/Ethnicity,Asian or Pacific Islander
2013,2017,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,6.6,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,34.4,Gender,Female
2010,2014,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,6.9,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.7,Gender,Female
2014,2018,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.9,Race/Ethnicity,Hispanic
2010,2014,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,32.1,Race/Ethnicity,Hispanic
2008,2012,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,33.7,Race/Ethnicity,Hispanic
2015,2019,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,30.7,Gender,Female
2014,2018,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.7,Race/Ethnicity,Asian or Pacific Islander
2010,2014,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.2,Gender,Female
2012,2016,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,31.0,Race/Ethnicity,Hispanic
2011,2015,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,6.8,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,32.0,Gender,Female
2013,2017,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.6,Race/Ethnicity,Asian or Pacific Islander
2008,2012,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.0,Race/Ethnicity,"White, non-Hispanic"
2010,2014,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,73.4,Gender,Male
2010,2014,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.3,Gender,Female
2009,2013,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,24.4,Race/Ethnicity,Asian or Pacific Islander
2011,2015,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.0,Race/Ethnicity,Hispanic
2013,2017,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,26.4,Race/Ethnicity,American Indian or Alaska Native
2012,2016,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.9,Overall,Overall
2009,2013,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,57.8,Gender,Male
2011,2015,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.7,Race/Ethnicity,"White, non-Hispanic"
2011,2015,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,31.5,Race/Ethnicity,Hispanic
2010,2014,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.5,Race/Ethnicity,Asian or Pacific Islander
2014,2018,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,57.7,Overall,Overall
2014,2018,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.9,Gender,Male
2013,2017,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,58.9,Overall,Overall
2011,2015,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,53.9,Gender,Male
2014,2018,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,6.5,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,27.7,Race/Ethnicity,American Indian or Alaska Native
2013,2017,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2009,2013,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.2,Overall,Overall
2009,2013,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,33.0,Race/Ethnicity,Hispanic
2009,2013,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.8,Race/Ethnicity,Hispanic
2010,2014,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,44.8,Overall,Overall
2008,2012,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,59.8,Gender,Male
2008,2012,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,7.1,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,50.3,Gender,Female
2013,2017,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,33.2,Gender,Female
2015,2019,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.2,Race/Ethnicity,Hispanic
2009,2013,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,37.1,Gender,Female
2009,2013,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.0,Overall,Overall
2012,2016,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,59.9,Overall,Overall
2014,2018,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.7,Race/Ethnicity,"White, non-Hispanic"
2011,2015,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.4,Overall,Overall
2013,2017,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,68.2,Gender,Male
2012,2016,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,6.8,Race/Ethnicity,"Black, non-Hispanic"
2008,2012,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.3,Race/Ethnicity,American Indian or Alaska Native
2015,2019,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2015,2019,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.0,Gender,Male
2009,2013,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.9,Gender,Female
2008,2012,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.5,Race/Ethnicity,Asian or Pacific Islander
2014,2018,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,29.8,Race/Ethnicity,Hispanic
2008,2012,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.5,Overall,Overall
2011,2015,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2009,2013,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.3,Race/Ethnicity,American Indian or Alaska Native
2012,2016,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2009,2013,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.7,Race/Ethnicity,"White, non-Hispanic"
2013,2017,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.8,Race/Ethnicity,"White, non-Hispanic"
2011,2015,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.6,Race/Ethnicity,Asian or Pacific Islander
2014,2018,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,66.2,Gender,Male
2012,2016,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,52.3,Gender,Female
2010,2014,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2015,2019,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,6.4,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.5,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,46.6,Race/Ethnicity,"White, non-Hispanic"
2015,2019,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.9,Race/Ethnicity,"White, non-Hispanic"
2010,2014,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.4,Race/Ethnicity,Hispanic
2015,2019,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.7,Overall,Overall
2013,2017,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,30.4,Race/Ethnicity,Hispanic
2008,2012,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,37.8,Gender,Female
2010,2014,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,23.9,Race/Ethnicity,Asian or Pacific Islander
2008,2012,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.4,Race/Ethnicity,Hispanic
2014,2018,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,21.3,Race/Ethnicity,Asian or Pacific Islander
2015,2019,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,50.3,Race/Ethnicity,"White, non-Hispanic"
2008,2012,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,50.4,Race/Ethnicity,"White, non-Hispanic"
2013,2017,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,40.2,Overall,Overall
2015,2019,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,44.5,Gender,Male
2010,2014,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,29.9,Race/Ethnicity,American Indian or Alaska Native
2008,2012,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,24.8,Race/Ethnicity,Asian or Pacific Islander
2015,2019,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,24.3,Race/Ethnicity,American Indian or Alaska Native
2011,2015,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,23.5,Race/Ethnicity,Asian or Pacific Islander
2012,2016,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,22.9,Race/Ethnicity,Asian or Pacific Islander
2014,2018,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,25.5,Race/Ethnicity,American Indian or Alaska Native
2013,2017,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.5,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,55.9,Gender,Male
2009,2013,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,30.3,Race/Ethnicity,American Indian or Alaska Native
2012,2016,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,45.1,Race/Ethnicity,"White, non-Hispanic"
2008,2012,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.6,Gender,Female
2012,2016,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,70.0,Gender,Male
2010,2014,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,55.6,Race/Ethnicity,"White, non-Hispanic"
2015,2019,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.3,Overall,Overall
2015,2019,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.7,Race/Ethnicity,Asian or Pacific Islander
2008,2012,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,77.5,Gender,Male
2014,2018,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.1,Gender,Female
2009,2013,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.5,Race/Ethnicity,Asian or Pacific Islander
2009,2013,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,75.4,Gender,Male
2013,2017,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.6,Race/Ethnicity,Hispanic
2012,2016,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,45.6,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.9,Race/Ethnicity,"White, non-Hispanic"
2014,2018,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.6,Race/Ethnicity,"White, non-Hispanic"
2011,2015,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,28.8,Race/Ethnicity,American Indian or Alaska Native
2013,2017,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,43.4,Race/Ethnicity,"White, non-Hispanic"
2012,2016,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,1.6,Race/Ethnicity,Asian or Pacific Islander
2011,2015,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,71.7,Gender,Male
2009,2013,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,7.0,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.2,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,49.1,Race/Ethnicity,"White, non-Hispanic"
2011,2015,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,60.9,Overall,Overall
2012,2016,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,51.7,Gender,Male
2012,2016,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,18.4,Race/Ethnicity,Hispanic
2012,2016,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.7,Race/Ethnicity,"White, non-Hispanic"
2014,2018,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,38.5,Overall,Overall
2009,2013,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,50.7,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,0.4,Race/Ethnicity,American Indian or Alaska Native
2010,2014,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.9,Overall,Overall
2013,2017,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,49.3,Gender,Male
2011,2015,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,35.4,Gender,Female
2010,2014,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,49.3,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,51.8,Gender,Female
2015,2019,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.5,Race/Ethnicity,Asian or Pacific Islander
2008,2012,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,31.7,Race/Ethnicity,American Indian or Alaska Native
2008,2012,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.2,Overall,Overall
2014,2018,US,United States,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,41.3,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,US,United States,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,29.1,Race/Ethnicity,Hispanic
2014,2018,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.1,Race/Ethnicity,"White, non-Hispanic"
2009,2013,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,24.4,Gender,Female
2013,2017,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.0,Race/Ethnicity,"White, non-Hispanic"
2015,2019,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,12.9,Race/Ethnicity,Hispanic
2012,2016,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.9,Race/Ethnicity,"White, non-Hispanic"
2009,2013,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.2,Race/Ethnicity,Asian or Pacific Islander
2012,2016,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.7,Gender,Female
2010,2014,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.4,Race/Ethnicity,Asian or Pacific Islander
2011,2015,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,24.1,Gender,Female
2013,2017,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.1,Overall,Overall
2012,2016,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.2,Overall,Overall
2010,2014,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,17.8,Race/Ethnicity,American Indian or Alaska Native
2008,2012,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,56.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,16.4,Race/Ethnicity,American Indian or Alaska Native
2013,2017,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.4,Gender,Female
2008,2012,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,29.3,Race/Ethnicity,Asian or Pacific Islander
2012,2016,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,53.4,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,18.0,Race/Ethnicity,Asian or Pacific Islander
2011,2015,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,24.0,Gender,Male
2010,2014,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,24.6,Gender,Male
2014,2018,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.1,Overall,Overall
2013,2017,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,28.2,Race/Ethnicity,Asian or Pacific Islander
2008,2012,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,34.9,Gender,Male
2008,2012,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.8,Race/Ethnicity,Asian or Pacific Islander
2009,2013,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,35.7,Race/Ethnicity,Hispanic
2009,2013,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,47.5,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.1,Race/Ethnicity,Hispanic
2008,2012,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,37.5,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2012,2016,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.4,Race/Ethnicity,"White, non-Hispanic"
2013,2017,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,22.6,Gender,Female
2015,2019,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,25.8,Race/Ethnicity,Hispanic
2008,2012,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.6,Gender,Female
2015,2019,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,48.1,Race/Ethnicity,"Black, non-Hispanic"
2013,2017,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,18.2,Race/Ethnicity,"White, non-Hispanic"
2012,2016,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,31.8,Gender,Male
