YearStart,YearEnd,LocationAbbr,LocationDesc,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1
2018,2018,OR,Oregon,%,Age-adjusted Prevalence,17.4,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,PA,Pennsylvania,%,Crude Prevalence,16.3,Race/Ethnicity,"White, non-Hispanic"
2013,2013,PA,Pennsylvania,%,Crude Prevalence,33.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,OR,Oregon,%,Crude Prevalence,16.1,Race/Ethnicity,"White, non-Hispanic"
2015,2015,PA,Pennsylvania,%,Crude Prevalence,25.3,Race/Ethnicity,Hispanic
2020,2020,OR,Oregon,%,Age-adjusted Prevalence,9.7,Race/Ethnicity,Hispanic
2017,2017,PA,Pennsylvania,%,Age-adjusted Prevalence,19.7,Overall,Overall
2014,2014,PA,Pennsylvania,%,Crude Prevalence,19.4,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OR,Oregon,%,Age-adjusted Prevalence,16.0,Overall,Overall
2017,2017,PA,Pennsylvania,%,Crude Prevalence,20.1,Race/Ethnicity,Hispanic
2014,2014,PA,Pennsylvania,%,Crude Prevalence,10.5,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,OR,Oregon,%,Crude Prevalence,15.8,Gender,Female
2012,2012,PA,Pennsylvania,%,Crude Prevalence,23.5,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,OR,Oregon,%,Age-adjusted Prevalence,30.1,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,PA,Pennsylvania,%,Age-adjusted Prevalence,21.8,Overall,Overall
2014,2014,OR,Oregon,%,Crude Prevalence,18.7,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,OR,Oregon,%,Crude Prevalence,13.5,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,OR,Oregon,%,Crude Prevalence,23.5,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,PA,Pennsylvania,%,Age-adjusted Prevalence,17.9,Gender,Male
2018,2018,OR,Oregon,%,Age-adjusted Prevalence,15.6,Gender,Male
2020,2020,OR,Oregon,%,Crude Prevalence,12.1,Gender,Female
2016,2016,OR,Oregon,%,Age-adjusted Prevalence,18.6,Gender,Male
2014,2014,PA,Pennsylvania,%,Age-adjusted Prevalence,21.2,Gender,Male
2021,2021,PA,Pennsylvania,%,Crude Prevalence,7.5,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,OR,Oregon,%,Crude Prevalence,17.1,Gender,Female
2019,2019,OR,Oregon,%,Age-adjusted Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,PA,Pennsylvania,%,Crude Prevalence,26.2,Race/Ethnicity,Hispanic
2012,2012,PA,Pennsylvania,%,Age-adjusted Prevalence,21.6,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,PA,Pennsylvania,%,Crude Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,OR,Oregon,%,Age-adjusted Prevalence,30.0,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,PA,Pennsylvania,%,Age-adjusted Prevalence,14.9,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,OR,Oregon,%,Crude Prevalence,32.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,PA,Pennsylvania,%,Crude Prevalence,16.8,Race/Ethnicity,"White, non-Hispanic"
2013,2013,PA,Pennsylvania,%,Age-adjusted Prevalence,24.0,Gender,Male
2017,2017,PA,Pennsylvania,%,Crude Prevalence,18.8,Race/Ethnicity,"White, non-Hispanic"
2013,2013,OR,Oregon,%,Crude Prevalence,16.0,Gender,Female
2015,2015,OR,Oregon,%,Crude Prevalence,16.3,Gender,Female
2014,2014,OR,Oregon,%,Age-adjusted Prevalence,16.6,Gender,Female
2015,2015,OR,Oregon,%,Age-adjusted Prevalence,28.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,RI,Rhode Island,%,Crude Prevalence,14.4,Overall,Overall
2021,2021,PA,Pennsylvania,%,Age-adjusted Prevalence,16.7,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,PA,Pennsylvania,%,Age-adjusted Prevalence,17.4,Race/Ethnicity,"White, non-Hispanic"
2017,2017,OR,Oregon,%,Age-adjusted Prevalence,16.9,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OR,Oregon,%,Crude Prevalence,16.1,Race/Ethnicity,"White, non-Hispanic"
2011,2011,OR,Oregon,%,Age-adjusted Prevalence,17.2,Race/Ethnicity,Hispanic
2015,2015,OR,Oregon,%,Age-adjusted Prevalence,17.3,Race/Ethnicity,"White, non-Hispanic"
2014,2014,PA,Pennsylvania,%,Age-adjusted Prevalence,20.8,Race/Ethnicity,"White, non-Hispanic"
2020,2020,OR,Oregon,%,Crude Prevalence,13.5,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,OR,Oregon,%,Age-adjusted Prevalence,26.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,OR,Oregon,%,Age-adjusted Prevalence,23.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,PA,Pennsylvania,%,Crude Prevalence,17.1,Race/Ethnicity,"White, non-Hispanic"
2012,2012,PA,Pennsylvania,%,Crude Prevalence,23.2,Gender,Male
2017,2017,OR,Oregon,%,Crude Prevalence,14.2,Gender,Female
2014,2014,PA,Pennsylvania,%,Crude Prevalence,18.9,Gender,Female
2011,2011,PA,Pennsylvania,%,Crude Prevalence,21.2,Race/Ethnicity,"White, non-Hispanic"
2018,2018,PA,Pennsylvania,%,Age-adjusted Prevalence,11.9,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,PA,Pennsylvania,%,Age-adjusted Prevalence,18.6,Race/Ethnicity,"White, non-Hispanic"
2011,2011,OR,Oregon,%,Crude Prevalence,18.4,Gender,Female
2015,2015,PA,Pennsylvania,%,Age-adjusted Prevalence,20.6,Gender,Male
2013,2013,PA,Pennsylvania,%,Crude Prevalence,20.4,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OR,Oregon,%,Crude Prevalence,22.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,PA,Pennsylvania,%,Crude Prevalence,20.1,Gender,Male
2017,2017,PA,Pennsylvania,%,Age-adjusted Prevalence,21.4,Gender,Male
2014,2014,OR,Oregon,%,Crude Prevalence,18.2,Gender,Male
2012,2012,OR,Oregon,%,Crude Prevalence,18.7,Gender,Male
2016,2016,OR,Oregon,%,Age-adjusted Prevalence,14.8,Gender,Female
2014,2014,PA,Pennsylvania,%,Age-adjusted Prevalence,11.6,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,PA,Pennsylvania,%,Crude Prevalence,19.7,Race/Ethnicity,"White, non-Hispanic"
2019,2019,OR,Oregon,%,Crude Prevalence,13.6,Gender,Female
2014,2014,PA,Pennsylvania,%,Age-adjusted Prevalence,20.1,Gender,Female
2018,2018,OR,Oregon,%,Crude Prevalence,15.4,Gender,Male
2019,2019,OR,Oregon,%,Age-adjusted Prevalence,11.1,Race/Ethnicity,Hispanic
2020,2020,OR,Oregon,%,Age-adjusted Prevalence,14.9,Gender,Male
2014,2014,PA,Pennsylvania,%,Crude Prevalence,21.0,Gender,Male
2013,2013,OR,Oregon,%,Age-adjusted Prevalence,16.3,Race/Ethnicity,Hispanic
2012,2012,PA,Pennsylvania,%,Crude Prevalence,19.7,Gender,Female
2011,2011,PA,Pennsylvania,%,Crude Prevalence,17.8,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,PA,Pennsylvania,%,Crude Prevalence,45.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,PA,Pennsylvania,%,Age-adjusted Prevalence,17.0,Gender,Female
2012,2012,PA,Pennsylvania,%,Age-adjusted Prevalence,21.9,Race/Ethnicity,"White, non-Hispanic"
2019,2019,PA,Pennsylvania,%,Crude Prevalence,18.4,Race/Ethnicity,Hispanic
2018,2018,PA,Pennsylvania,%,Crude Prevalence,17.4,Gender,Male
2017,2017,OR,Oregon,%,Age-adjusted Prevalence,12.9,Race/Ethnicity,Hispanic
2019,2019,PA,Pennsylvania,%,Age-adjusted Prevalence,18.7,Gender,Male
2012,2012,PA,Pennsylvania,%,Age-adjusted Prevalence,29.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,OR,Oregon,%,Crude Prevalence,16.1,Overall,Overall
2011,2011,PA,Pennsylvania,%,Crude Prevalence,28.7,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,PA,Pennsylvania,%,Age-adjusted Prevalence,20.3,Race/Ethnicity,"White, non-Hispanic"
2013,2013,PA,Pennsylvania,%,Age-adjusted Prevalence,21.0,Race/Ethnicity,"White, non-Hispanic"
2012,2012,PA,Pennsylvania,%,Crude Prevalence,21.4,Overall,Overall
2014,2014,OR,Oregon,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,OR,Oregon,%,Age-adjusted Prevalence,18.1,Race/Ethnicity,"White, non-Hispanic"
2012,2012,OR,Oregon,%,Age-adjusted Prevalence,18.2,Race/Ethnicity,Hispanic
2011,2011,PA,Pennsylvania,%,Age-adjusted Prevalence,22.5,Race/Ethnicity,"White, non-Hispanic"
2011,2011,OR,Oregon,%,Crude Prevalence,19.7,Race/Ethnicity,Hispanic
2016,2016,OR,Oregon,%,Age-adjusted Prevalence,18.0,Race/Ethnicity,"White, non-Hispanic"
2019,2019,PA,Pennsylvania,%,Age-adjusted Prevalence,13.1,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,OR,Oregon,%,Crude Prevalence,17.1,Overall,Overall
2021,2021,PA,Pennsylvania,%,Age-adjusted Prevalence,16.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,PA,Pennsylvania,%,Crude Prevalence,25.6,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OR,Oregon,%,Age-adjusted Prevalence,20.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,OR,Oregon,%,Age-adjusted Prevalence,18.3,Race/Ethnicity,"White, non-Hispanic"
2019,2019,OR,Oregon,%,Crude Prevalence,22.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2011,2011,OR,Oregon,%,Age-adjusted Prevalence,11.1,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,PA,Pennsylvania,%,Age-adjusted Prevalence,18.4,Race/Ethnicity,"White, non-Hispanic"
2013,2013,PA,Pennsylvania,%,Age-adjusted Prevalence,19.6,Gender,Female
2020,2020,OR,Oregon,%,Crude Prevalence,15.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,PA,Pennsylvania,%,Crude Prevalence,20.9,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OR,Oregon,%,Age-adjusted Prevalence,16.9,Race/Ethnicity,"White, non-Hispanic"
2013,2013,PA,Pennsylvania,%,Crude Prevalence,23.5,Gender,Male
2017,2017,PA,Pennsylvania,%,Crude Prevalence,20.0,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,OR,Oregon,%,Crude Prevalence,25.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,PA,Pennsylvania,%,Age-adjusted Prevalence,16.0,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,OR,Oregon,%,Age-adjusted Prevalence,13.4,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,PA,Pennsylvania,%,Crude Prevalence,19.9,Overall,Overall
2013,2013,OR,Oregon,%,Age-adjusted Prevalence,13.6,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,PA,Pennsylvania,%,Crude Prevalence,28.4,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,PA,Pennsylvania,%,Crude Prevalence,18.2,Gender,Male
2015,2015,PA,Pennsylvania,%,Age-adjusted Prevalence,17.5,Gender,Female
2017,2017,OR,Oregon,%,Age-adjusted Prevalence,14.5,Gender,Female
2013,2013,OR,Oregon,%,Crude Prevalence,18.0,Race/Ethnicity,Hispanic
2017,2017,PA,Pennsylvania,%,Age-adjusted Prevalence,18.0,Gender,Female
2011,2011,PA,Pennsylvania,%,Age-adjusted Prevalence,18.7,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,PA,Pennsylvania,%,Crude Prevalence,16.0,Gender,Female
2015,2015,OR,Oregon,%,Age-adjusted Prevalence,15.8,Race/Ethnicity,"Other, non-Hispanic"
2016,2016,OR,Oregon,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,PA,Pennsylvania,%,Crude Prevalence,12.6,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,PA,Pennsylvania,%,Crude Prevalence,27.1,Race/Ethnicity,Hispanic
2021,2021,PA,Pennsylvania,%,Crude Prevalence,15.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,PA,Pennsylvania,%,Crude Prevalence,14.6,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OR,Oregon,%,Age-adjusted Prevalence,17.6,Race/Ethnicity,"White, non-Hispanic"
2012,2012,OR,Oregon,%,Crude Prevalence,17.5,Race/Ethnicity,"White, non-Hispanic"
2014,2014,OR,Oregon,%,Crude Prevalence,17.1,Race/Ethnicity,"White, non-Hispanic"
2019,2019,OR,Oregon,%,Age-adjusted Prevalence,15.7,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OR,Oregon,%,Age-adjusted Prevalence,16.5,Gender,Female
2016,2016,OR,Oregon,%,Crude Prevalence,18.1,Gender,Male
2021,2021,PA,Pennsylvania,%,Age-adjusted Prevalence,8.0,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,PA,Pennsylvania,%,Age-adjusted Prevalence,17.8,Gender,Female
2012,2012,OR,Oregon,%,Age-adjusted Prevalence,17.4,Gender,Female
2013,2013,PA,Pennsylvania,%,Age-adjusted Prevalence,20.1,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,OR,Oregon,%,Age-adjusted Prevalence,16.9,Gender,Female
2016,2016,PA,Pennsylvania,%,Age-adjusted Prevalence,20.0,Race/Ethnicity,Hispanic
2013,2013,OR,Oregon,%,Crude Prevalence,17.3,Overall,Overall
2019,2019,PA,Pennsylvania,%,Age-adjusted Prevalence,17.9,Race/Ethnicity,"White, non-Hispanic"
2014,2014,OR,Oregon,%,Age-adjusted Prevalence,23.8,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OR,Oregon,%,Age-adjusted Prevalence,16.5,Gender,Female
2016,2016,OR,Oregon,%,Age-adjusted Prevalence,25.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,PA,Pennsylvania,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,OR,Oregon,%,Crude Prevalence,30.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,PA,Pennsylvania,%,Crude Prevalence,13.9,Race/Ethnicity,Hispanic
2011,2011,PA,Pennsylvania,%,Age-adjusted Prevalence,22.7,Gender,Female
2019,2019,OR,Oregon,%,Crude Prevalence,14.5,Overall,Overall
2018,2018,PA,Pennsylvania,%,Crude Prevalence,17.0,Overall,Overall
2014,2014,PA,Pennsylvania,%,Age-adjusted Prevalence,22.8,Race/Ethnicity,Hispanic
2018,2018,OR,Oregon,%,Age-adjusted Prevalence,11.1,Race/Ethnicity,Hispanic
2019,2019,OR,Oregon,%,Crude Prevalence,11.0,Race/Ethnicity,Hispanic
2020,2020,OR,Oregon,%,Crude Prevalence,14.6,Gender,Male
2015,2015,OR,Oregon,%,Crude Prevalence,15.5,Race/Ethnicity,Hispanic
2016,2016,PA,Pennsylvania,%,Crude Prevalence,18.0,Overall,Overall
2012,2012,OR,Oregon,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,OR,Oregon,%,Age-adjusted Prevalence,14.1,Gender,Female
2013,2013,PA,Pennsylvania,%,Crude Prevalence,18.6,Gender,Female
2017,2017,OR,Oregon,%,Crude Prevalence,13.1,Race/Ethnicity,Hispanic
2016,2016,PA,Pennsylvania,%,Age-adjusted Prevalence,22.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2017,2017,PA,Pennsylvania,%,Crude Prevalence,20.8,Gender,Male
2014,2014,OR,Oregon,%,Crude Prevalence,22.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,OR,Oregon,%,Crude Prevalence,24.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2021,2021,PA,Pennsylvania,%,Age-adjusted Prevalence,14.4,Race/Ethnicity,Hispanic
2011,2011,PA,Pennsylvania,%,Crude Prevalence,21.5,Gender,Female
2019,2019,OR,Oregon,%,Age-adjusted Prevalence,14.9,Overall,Overall
2017,2017,OR,Oregon,%,Age-adjusted Prevalence,16.6,Overall,Overall
2016,2016,OR,Oregon,%,Crude Prevalence,16.2,Overall,Overall
2015,2015,PA,Pennsylvania,%,Age-adjusted Prevalence,20.6,Race/Ethnicity,Hispanic
2011,2011,OR,Oregon,%,Age-adjusted Prevalence,21.2,Gender,Male
2021,2021,PA,Pennsylvania,%,Crude Prevalence,13.6,Gender,Female
2018,2018,OR,Oregon,%,Crude Prevalence,15.6,Overall,Overall
2016,2016,PA,Pennsylvania,%,Crude Prevalence,19.2,Race/Ethnicity,Hispanic
2020,2020,OR,Oregon,%,Crude Prevalence,10.2,Race/Ethnicity,Hispanic
2019,2019,OR,Oregon,%,Age-adjusted Prevalence,14.7,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,PA,Pennsylvania,%,Age-adjusted Prevalence,19.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,OR,Oregon,%,Crude Prevalence,11.6,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,OR,Oregon,%,Crude Prevalence,13.3,Overall,Overall
2014,2014,PA,Pennsylvania,%,Crude Prevalence,25.1,Race/Ethnicity,Hispanic
2019,2019,PA,Pennsylvania,%,Age-adjusted Prevalence,20.9,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,OR,Oregon,%,Crude Prevalence,14.5,Race/Ethnicity,"Other, non-Hispanic"
2014,2014,OR,Oregon,%,Crude Prevalence,12.7,Race/Ethnicity,Hispanic
2018,2018,PA,Pennsylvania,%,Crude Prevalence,26.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,OR,Oregon,%,Age-adjusted Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,OR,Oregon,%,Age-adjusted Prevalence,12.5,Race/Ethnicity,Hispanic
2018,2018,PA,Pennsylvania,%,Age-adjusted Prevalence,25.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,OR,Oregon,%,Age-adjusted Prevalence,11.0,Race/Ethnicity,Hispanic
2021,2021,PA,Pennsylvania,%,Age-adjusted Prevalence,15.6,Race/Ethnicity,"White, non-Hispanic"
2021,2021,PA,Pennsylvania,%,Age-adjusted Prevalence,14.9,Overall,Overall
2020,2020,OR,Oregon,%,Crude Prevalence,13.5,Race/Ethnicity,"White, non-Hispanic"
2014,2014,PA,Pennsylvania,%,Age-adjusted Prevalence,22.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,OR,Oregon,%,Age-adjusted Prevalence,11.6,Race/Ethnicity,Hispanic
2021,2021,TX,Texas,%,Age-adjusted Prevalence,10.0,Gender,Female
2011,2011,OR,Oregon,%,Crude Prevalence,19.7,Overall,Overall
2018,2018,PA,Pennsylvania,%,Crude Prevalence,16.8,Gender,Female
2012,2012,PA,Pennsylvania,%,Age-adjusted Prevalence,24.9,Race/Ethnicity,Hispanic
2017,2017,OR,Oregon,%,Age-adjusted Prevalence,15.3,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,PA,Pennsylvania,%,Age-adjusted Prevalence,23.6,Gender,Male
2018,2018,OR,Oregon,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,PA,Pennsylvania,%,Age-adjusted Prevalence,17.3,Gender,Female
2011,2011,OR,Oregon,%,Age-adjusted Prevalence,19.0,Gender,Female
2015,2015,PA,Pennsylvania,%,Crude Prevalence,19.8,Gender,Male
2012,2012,PA,Pennsylvania,%,Crude Prevalence,30.9,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,PA,Pennsylvania,%,Age-adjusted Prevalence,17.8,Overall,Overall
2019,2019,PA,Pennsylvania,%,Crude Prevalence,17.3,Overall,Overall
2012,2012,PA,Pennsylvania,%,Crude Prevalence,27.5,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,TN,Tennessee,%,Age-adjusted Prevalence,23.2,Gender,Male
2018,2018,PA,Pennsylvania,%,Crude Prevalence,23.7,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,PA,Pennsylvania,%,Age-adjusted Prevalence,27.8,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,PA,Pennsylvania,%,Age-adjusted Prevalence,33.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,OR,Oregon,%,Crude Prevalence,17.9,Overall,Overall
2018,2018,PA,Pennsylvania,%,Crude Prevalence,18.9,Race/Ethnicity,Hispanic
2013,2013,OR,Oregon,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,OR,Oregon,%,Age-adjusted Prevalence,17.7,Overall,Overall
2020,2020,OR,Oregon,%,Age-adjusted Prevalence,15.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,OR,Oregon,%,Crude Prevalence,17.0,Overall,Overall
2012,2012,OR,Oregon,%,Crude Prevalence,17.3,Race/Ethnicity,Hispanic
2015,2015,OR,Oregon,%,Age-adjusted Prevalence,17.5,Overall,Overall
2015,2015,PA,Pennsylvania,%,Age-adjusted Prevalence,25.9,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OR,Oregon,%,Crude Prevalence,20.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2014,2014,PA,Pennsylvania,%,Crude Prevalence,24.1,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,OR,Oregon,%,Age-adjusted Prevalence,17.0,Race/Ethnicity,"Other, non-Hispanic"
2012,2012,PA,Pennsylvania,%,Age-adjusted Prevalence,22.6,Overall,Overall
2016,2016,PA,Pennsylvania,%,Age-adjusted Prevalence,18.9,Overall,Overall
2016,2016,PA,Pennsylvania,%,Crude Prevalence,24.1,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,PA,Pennsylvania,%,Crude Prevalence,16.9,Gender,Female
2016,2016,OR,Oregon,%,Age-adjusted Prevalence,12.7,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,PA,Pennsylvania,%,Age-adjusted Prevalence,23.4,Race/Ethnicity,Hispanic
2015,2015,OR,Oregon,%,Age-adjusted Prevalence,18.3,Gender,Male
2019,2019,PA,Pennsylvania,%,Crude Prevalence,16.5,Gender,Female
2017,2017,PA,Pennsylvania,%,Crude Prevalence,18.8,Overall,Overall
2017,2017,OR,Oregon,%,Age-adjusted Prevalence,18.7,Gender,Male
2019,2019,PA,Pennsylvania,%,Age-adjusted Prevalence,29.2,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,OR,Oregon,%,Crude Prevalence,12.1,Race/Ethnicity,Hispanic
2011,2011,OR,Oregon,%,Age-adjusted Prevalence,20.2,Overall,Overall
2019,2019,OR,Oregon,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OR,Oregon,%,Age-adjusted Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2021,2021,PA,Pennsylvania,%,Crude Prevalence,14.4,Overall,Overall
2021,2021,PA,Pennsylvania,%,Crude Prevalence,14.5,Race/Ethnicity,"White, non-Hispanic"
2015,2015,PA,Pennsylvania,%,Age-adjusted Prevalence,23.6,Race/Ethnicity,"Multiracial, non-Hispanic"
2016,2016,PA,Pennsylvania,%,Crude Prevalence,22.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,OR,Oregon,%,Age-adjusted Prevalence,15.7,Gender,Male
2020,2020,OR,Oregon,%,Age-adjusted Prevalence,12.2,Gender,Female
2014,2014,PA,Pennsylvania,%,Crude Prevalence,24.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2019,2019,OR,Oregon,%,Crude Prevalence,14.8,Race/Ethnicity,"Other, non-Hispanic"
2017,2017,OR,Oregon,%,Crude Prevalence,26.2,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,OR,Oregon,%,Crude Prevalence,27.5,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,OR,Oregon,%,Crude Prevalence,30.7,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,OR,Oregon,%,Age-adjusted Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,PA,Pennsylvania,%,Age-adjusted Prevalence,17.3,Race/Ethnicity,Hispanic
2020,2020,OR,Oregon,%,Age-adjusted Prevalence,23.1,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,OR,Oregon,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,PA,Pennsylvania,%,Age-adjusted Prevalence,20.6,Overall,Overall
2016,2016,OR,Oregon,%,Age-adjusted Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OR,Oregon,%,Crude Prevalence,12.0,Race/Ethnicity,Hispanic
2017,2017,PA,Pennsylvania,%,Age-adjusted Prevalence,27.3,Race/Ethnicity,"Multiracial, non-Hispanic"
2013,2013,OR,Oregon,%,Crude Prevalence,14.1,Race/Ethnicity,"Other, non-Hispanic"
2015,2015,PA,Pennsylvania,%,Crude Prevalence,18.1,Overall,Overall
2013,2013,PA,Pennsylvania,%,Age-adjusted Prevalence,28.8,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,PA,Pennsylvania,%,Crude Prevalence,16.6,Gender,Female
2013,2013,PA,Pennsylvania,%,Crude Prevalence,21.0,Overall,Overall
2011,2011,PA,Pennsylvania,%,Crude Prevalence,22.4,Overall,Overall
2014,2014,OR,Oregon,%,Age-adjusted Prevalence,18.5,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,OR,Oregon,%,Age-adjusted Prevalence,18.9,Gender,Male
2012,2012,PA,Pennsylvania,%,Crude Prevalence,25.5,Race/Ethnicity,Hispanic
2017,2017,OR,Oregon,%,Crude Prevalence,14.3,Race/Ethnicity,"Other, non-Hispanic"
2011,2011,PA,Pennsylvania,%,Crude Prevalence,23.5,Gender,Male
2020,2020,PR,Puerto Rico,%,Age-adjusted Prevalence,,Race/Ethnicity,"White, non-Hispanic"
2014,2014,PR,Puerto Rico,%,Crude Prevalence,11.3,Overall,Overall
2021,2021,PR,Puerto Rico,%,Age-adjusted Prevalence,9.5,Overall,Overall
2013,2013,PR,Puerto Rico,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2013,2013,PR,Puerto Rico,%,Age-adjusted Prevalence,11.0,Race/Ethnicity,Hispanic
2016,2016,PR,Puerto Rico,%,Crude Prevalence,10.6,Race/Ethnicity,Hispanic
2011,2011,PR,Puerto Rico,%,Age-adjusted Prevalence,,Race/Ethnicity,"White, non-Hispanic"
2020,2020,PR,Puerto Rico,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2012,PR,Puerto Rico,%,Crude Prevalence,,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,PR,Puerto Rico,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2020,2020,PR,Puerto Rico,%,Crude Prevalence,14.2,Gender,Male
2017,2017,PR,Puerto Rico,%,Age-adjusted Prevalence,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,PR,Puerto Rico,%,Crude Prevalence,,Race/Ethnicity,"White, non-Hispanic"
2011,2011,PR,Puerto Rico,%,Crude Prevalence,,Race/Ethnicity,"Black, non-Hispanic"
